
Gene.name,Chromosome,Start,end
RP11-347C12.11,16,30359825,30360336
MYLPF,16,30370934,30377991
ZNF48,16,30378106,30400108
ZNF771,16,30407297,30431108
DCTPP1,16,30423619,30430075
SEPHS2,16,30444381,30446181
ITGAL,16,30472658,30523185
RP11-297C4.2,16,30477180,30489353
RP11-297C4.3,16,30480588,30481346
RP11-297C4.1,16,30498766,30499554
ZNF768,16,30524001,30526821
AC002310.11,16,30525923,30534852
ZNF747,16,30530367,30535347
AC002310.13,16,30534227,30558279
AC002310.12,16,30534752,30537144
ZNF764,16,30553764,30558498
ZNF688,16,30569346,30572734
AC002310.7,16,30572250,30583860
ZNF785,16,30573740,30585771
RP11-146F11.5,16,30585907,30608593
ZNF689,16,30602558,30624012
PRR14,16,30650717,30656440
FBRS,16,30658431,30670814
RP11-146F11.1,16,30697707,30699058
SRCAP,16,30698209,30741409
RP11-2C24.9,16,30704067,30745169
TMEM265,16,30740381,30744281
PHKG2,16,30748270,30761176
CCDC189,16,30757423,30762710
RNF40,16,30761745,30776307
ZNF629,16,30778449,30787202
RP11-2C24.7,16,30821338,30821884
BCL7C,16,30833626,30894960
MIR762HG,16,30875222,30895220
CTF1,16,30896607,30903560
FBXL19-AS1,16,30919319,30923269
FBXL19,16,30923055,30948783
ORAI3,16,30949066,30956461
RP11-1072A3.4,16,30956872,30957199
SETD1A,16,30957294,30985116
HSD3B7,16,30985207,30989152
STX1B,16,30989256,31010628
STX4,16,31032889,31042975
RP11-196G11.2,16,31043150,31049868
RP11-196G11.6,16,31056460,31062803
ZNF668,16,31060843,31074320
AC135050.5,16,31065495,31069246
ZNF646,16,31074422,31084196
PRSS53,16,31083425,31089628
RP11-196G11.1,16,31083439,31094956
VKORC1,16,31090842,31095980
BCKDK,16,31106107,31112791
KAT8,16,31115754,31131393
RP11-388M20.2,16,31131433,31131877
PRSS8,16,31131433,31135762
PRSS36,16,31138925,31150094
FUS,16,31180110,31194871
RP11-388M20.6,16,31182511,31183285
RP11-388M20.1,16,31196131,31196963
PYCARD,16,31201485,31203450
PYCARD-AS1,16,31201885,31203452
TRIM72,16,31214021,31231537
PYDC1,16,31215962,31217359
ITGAM,16,31259990,31332892
ITGAX,16,31355134,31382997
ITGAD,16,31393312,31426505
COX6A2,16,31427731,31428428
RP11-452L6.8,16,31428180,31428646
ZNF843,16,31432593,31443160
RP11-452L6.1,16,31449535,31453493
RP11-452L6.5,16,31456711,31459736
ARMC5,16,31458080,31467166
TGFB1I1,16,31471585,31477960
SLC5A2,16,31483002,31490860
AC026471.6,16,31487370,31488492
C16orf58,16,31489471,31509309
RP11-452L6.7,16,31508471,31509256
AHSP,16,31527864,31528803
CTD-2014E2.2,16,31546698,31547237
CTD-2014E2.6,16,31549143,31553567
CTD-2358C21.3,16,31699676,31700465
CTD-2358C21.5,16,31704728,31705260
CTD-2358C21.4,16,31709113,31711984
ZNF720,16,31713229,31794869
ZNF267,16,31873758,31917357
IGHV1OR16-1,16,32034853,32035326
IGHV1OR16-3,16,32059084,32059372
IGHV3OR16-9,16,32066065,32066358
RP11-17M15.1,16,32188333,32193530
RP11-56L13.7,16,32250620,32254422
TP53TG3D,16,32252719,32255922
RP11-56L13.1,16,32262827,32265514
RP11-626K17.3,16,32454612,32458758
RP11-586K12.11,16,32649193,32663956
RP11-586K12.10,16,32663925,32666533
TP53TG3,16,32673528,32676732
RP11-586K12.8,16,32675037,32678831
RP11-586K12.4,16,32735909,32741094
RP11-67H24.2,16,32809556,32824645
IGHV2OR16-5,16,32847713,32848156
RP11-989E6.3,16,32885194,32888874
IGHV3OR16-15,16,32903442,32903894
IGHV3OR16-6,16,32915074,32915536
IGHV1OR16-2,16,32978461,32978891
IGHV3OR16-10,16,32995048,32995505
RP11-989E6.8,16,32995537,32996770
IGHV1OR16-4,16,33002333,33002621
IGHV3OR16-8,16,33009175,33009620
RP11-19N8.4,16,33043609,33095431
RP11-19N8.7,16,33129316,33134499
RP11-1437A8.3,16,33191561,33195354
TP53TG3C,16,33193659,33306938
RP11-1437A8.4,16,33203773,33206462
RP11-1437A8.6,16,33206431,33330342
TP53TG3E,16,33303739,33306935
TP53TG3B,16,33360274,33363478
RP11-1437A8.5,16,33370473,33372915
TP53TG3F,16,33459045,33462249
RP11-23E10.3,16,33533816,33534976
RP11-989E6.10,16,33541842,33545812
RP11-23E10.2,16,33548297,33554408
IGHV3OR16-12,16,33802764,33803217
IGHV3OR16-13,16,33827214,33827661
RP11-812E19.9,16,33844784,33845229
RP11-812E19.7,16,33857935,33858864
IGHV3OR16-11,16,33858896,33859352
IGHV3OR16-7,16,33938337,33938799
RP11-812E19.3,16,33972912,33976346
LINC00273,16,34158585,34160036
CTD-2144E22.8,16,34978744,34979844
CTD-2144E22.5,16,35021749,35024229
CTD-2144E22.6,16,35022851,35024250
RP11-244B22.11,16,35143722,35144881
RP11-488I20.9,16,35192687,35195661
RP11-244B22.6,16,35195779,35197544
RP11-488I20.8,16,35207937,35284146
LINC01566,16,35363412,35390584
RP11-80F22.14,16,35491174,35492395
RP11-80F22.4,16,35493754,35496457
RP11-80F22.15,16,35505093,35506462
RP11-14K3.7,16,35640029,35640582
FLJ26245,16,35743268,35756515
RP11-352B15.2,16,35785569,35786887
SHCBP1,16,46580554,46621626
RP11-46D6.1,16,46622861,46624451
VPS35,16,46656132,46689518
ORC6,16,46689643,46698394
MYLK3,16,46703369,46790407
C16orf87,16,46796607,46831411
GPT2,16,46884378,46931297
DNAJA2,16,46955362,46973788
RP11-169E6.1,16,46973989,46978983
RP11-169E6.4,16,47004513,47035385
NETO2,16,47077703,47143997
ITFG1-AS1,16,47144323,47162747
ITFG1,16,47154387,47464149
RP11-329J18.3,16,47196311,47202429
RP11-474B12.1,16,47299447,47317814
PHKB,16,47461123,47701523
RP11-523L20.2,16,47724568,47908431
AC140542.2,16,47849314,47887130
RP11-523L20.1,16,47965672,47971687
ABCC12,16,48082973,48156018
ABCC11,16,48166910,48247568
LONP2,16,48244296,48363122
SIAH1,16,48356364,48448402
N4BP1,16,48538726,48620148
RP11-44I10.3,16,48559661,48587403
CTC-527H23.2,16,48620319,48622033
RP11-42I10.1,16,48623436,48744921
CTC-527H23.3,16,48637143,48638719
CTC-527H23.4,16,48640473,48641052
RP11-22D3.1,16,49159508,49162023
RP11-22D3.2,16,49170552,49171786
CBLN1,16,49277917,49281831
RP11-491F9.1,16,49287430,49290227
RP11-491F9.8,16,49294886,49296736
RP11-491F9.6,16,49336683,49337345
RP11-491F9.5,16,49337167,49338993
C16orf78,16,49373823,49399431
RP11-189E14.5,16,49442910,49454078
RP11-189E14.3,16,49454229,49457269
RP11-189E14.4,16,49466106,49469875
ZNF423,16,49487524,49857919
RP11-305A4.3,16,49920730,49924154
CNEP1R1,16,50024410,50037088
RP11-429P3.3,16,50046429,50066224
HEATR3,16,50065941,50106387
RP11-429P3.5,16,50100339,50121943
PAPD5,16,50152918,50235310
ADCY7,16,50246137,50318135
BRD7,16,50313487,50368934
RP11-21B23.1,16,50368580,50371480
RP11-21B23.2,16,50390916,50395133
RP11-21B23.3,16,50407701,50408513
NKD1,16,50548330,50640739
RP11-401P9.1,16,50551824,50553940
RP11-401P9.6,16,50606076,50613684
RP11-401P9.4,16,50645809,50649249
RP11-401P9.5,16,50666211,50671639
SNX20,16,50666300,50681353
NOD2,16,50693603,50733077
RP11-327F22.2,16,50735713,50740716
RP11-327F22.1,16,50740910,50742815
CYLD,16,50742050,50801935
RP11-327F22.4,16,50783859,50803338
RP11-327F22.5,16,50806668,50807629
CTD-2034I21.1,16,50856614,50879278
CTD-2034I21.2,16,50880209,50884101
RP11-883G14.1,16,50884209,50901061
RP11-883G14.2,16,51017758,51035777
RP11-883G14.3,16,51035118,51038764
RP11-883G14.4,16,51054728,51056399
SALL1,16,51135975,51151367
AC009166.5,16,51149239,51149819
RP11-437L7.1,16,51354456,51356532
LINC01571,16,51762519,51773173
RP11-152O14.4,16,52078622,52080489
LINC00919,16,52083065,52085109
RP11-152O14.1,16,52085280,52099067
RP11-142G1.3,16,52198012,52227956
RP11-142G1.1,16,52238082,52269440
CASC22,16,52258564,52280638
TOX3,16,52438005,52547802
CASC16,16,52552090,52652105
RP11-297L17.2,16,52607349,52613908
RP11-297L17.3,16,52607762,52608158
RP11-297L17.4,16,52622115,52631088
RP11-467J12.4,16,53035690,53052873
RP11-295M3.4,16,53043066,53044216
CHD9,16,53055033,53329150
AC007906.1,16,53207941,53226385
RP11-44F14.2,16,53373493,53384745
RP11-44F14.8,16,53386944,53389085
RBL2,16,53433977,53491649
AKTIP,16,53491040,53504411
RPGRIP1L,16,53597683,53703938
FTO,16,53703963,54121941
RP11-357N13.3,16,53981229,53981912
RP11-357N13.2,16,53998313,53999969
RP11-357N13.1,16,54033997,54054583
RP11-324D17.3,16,54152855,54153448
RP11-324D17.2,16,54239693,54240654
RP11-324D17.1,16,54245618,54270746
IRX3,16,54283304,54286763
RP11-434E6.4,16,54290965,54292422
RP11-434E6.2,16,54366007,54370699
RP11-1136G4.1,16,54847247,54848233
RP11-1136G4.2,16,54851640,54852733
CRNDE,16,54918863,54929189
IRX5,16,54930862,54934485
CTD-3032H12.2,16,54934913,54954665
CTD-3032H12.1,16,54937786,54938671
RP11-26L20.3,16,55259969,55333588
IRX6,16,55323760,55330760
RP11-26L20.4,16,55332355,55332967
MMP2,16,55389700,55506691
RP11-212I21.5,16,55425574,55426130
RP11-212I21.2,16,55426797,55462297
LPCAT2,16,55508998,55586670
RP11-212I21.4,16,55538200,55542027
CAPNS2,16,55566672,55567687
SLC6A2,16,55655604,55706192
CES1,16,55802851,55833337
CES5A,16,55846154,55956031
RP11-461O7.1,16,56092987,56191094
RP11-355E10.1,16,56109537,56137000
CTD-2050B12.1,16,56183726,56186306
GNAO1,16,56191390,56357444
DKFZP434H168,16,56192614,56194518
RP11-441F2.5,16,56351886,56353524
AMFR,16,56361452,56425538
RP11-413H22.2,16,56409320,56411683
NUDT21,16,56429133,56452199
OGFOD1,16,56451490,56479100
RP11-413H22.3,16,56465642,56466162
BBS2,16,56466836,56520283
MT4,16,56565049,56568957
MT3,16,56589074,56591088
MT2A,16,56608199,56609497
RP11-249C24.10,16,56609501,56611375
MT1E,16,56625475,56627112
MT1M,16,56632233,56633986
MT1A,16,56638666,56750276
MT1B,16,56651899,56653204
MT1F,16,56657694,56660698
MT1G,16,56666731,56668065
MT1H,16,56669814,56671129
RP11-249C24.12,16,56676132,56677763
MT1X,16,56682424,56684196
RP11-343H19.1,16,56708772,56729968
NUP93,16,56730105,56850286
SLC12A3,16,56865207,56915850
HERPUD1,16,56932048,56944863
CETP,16,56961850,56983845
NLRC5,16,56989485,57083531
RP11-322D14.2,16,57052505,57058497
RP11-407G23.1,16,57091213,57092303
CPNE2,16,57092537,57148367
FAM192A,16,57152466,57186116
RSPRY1,16,57186137,57240475
ARL2BP,16,57245098,57253635
RP11-407G23.7,16,57245832,57246396
PLLP,16,57248547,57284687
CCL22,16,57358772,57366190
CX3CL1,16,57372458,57385048
CCL17,16,57404767,57416062
CIAPIN1,16,57428169,57447528
COQ9,16,57447425,57461275
POLR2C,16,57462387,57472010
DOK4,16,57471922,57487327
CCDC102A,16,57512178,57536599
ADGRG5,16,57542421,57591681
ADGRG1,16,57610652,57665580
RP11-405F3.5,16,57622034,57631647
ADGRG3,16,57668187,57689378
RP11-405F3.4,16,57681124,57701730
DRC7,16,57694793,57731805
KATNB1,16,57735730,57757250
KIFC3,16,57758217,57863053
CTD-2600O9.2,16,57759358,57760024
CTD-2600O9.1,16,57798186,57816946
CNGB1,16,57882340,57971116
TEPP,16,57976435,57988116
ZNF319,16,57994668,58000453
USB1,16,57999546,58021618
MMP15,16,58025566,58046901
CFAP20,16,58113588,58129450
CTB-134F13.1,16,58116885,58119353
RP11-459F6.3,16,58129529,58159133
CSNK2A2,16,58157907,58197920
RP11-459F6.1,16,58197112,58217805
CCDC113,16,58231157,58283836
PRSS54,16,58279997,58295047
GINS3,16,58295080,58406144
RP11-481J2.1,16,58382989,58383798
RP11-481J2.3,16,58392153,58392807
RP11-481J2.2,16,58421326,58462470
NDRG4,16,58462846,58513628
SETD6,16,58515479,58521181
CNOT1,16,58519951,58629886
RP11-481J2.4,16,58522970,58523842
AC010287.1,16,58554337,58554935
SLC38A7,16,58665109,58685104
GOT2,16,58707131,58734357
RP11-410D17.2,16,58733912,59108974
RP11-700H13.1,16,58847807,58880213
RP11-430C1.1,16,59855353,60053973
RP11-457D20.2,16,60358455,60359480
RP11-354I13.2,16,60359842,60442245
RP11-354I13.1,16,60486819,60523250
CDH8,16,61647242,62037035
CTC-420A11.2,16,61918321,61940697
AC009110.1,16,62596372,62598449
RP11-368L12.1,16,63314264,63618046
RP11-2K6.2,16,63368844,63369456
RP11-370P15.2,16,63730277,63754757
RP11-21L1.1,16,63935778,63936906
RP11-744D14.2,16,64155169,64156574
AC012322.1,16,64242608,64343909
RP11-467L24.1,16,64364781,64600247
RP11-439I14.2,16,64735925,64736804
CDH11,16,64943753,65126112
RP11-95H3.1,16,65141756,65176713
RP11-256I9.2,16,65190973,65234914
RP11-256I9.3,16,65233056,65432820
LINC00922,16,65284499,65576300
RP11-351A20.1,16,65580668,65646947
RP11-351A20.2,16,65601101,65601698
RP11-513N24.1,16,65861112,65863784
CDH5,16,66366622,66404786
LINC00920,16,66408524,66412135
BEAN1,16,66427297,66493529
BEAN1-AS1,16,66469796,66481230
RP11-403P17.5,16,66469812,66517312
TK2,16,66508003,66552544
RP11-403P17.3,16,66509437,66510048
RP11-403P17.4,16,66549280,66551189
CKLF,16,66552563,66566251
CKLF-CMTM1,16,66552587,66579135
RP11-403P17.6,16,66565620,66566001
CMTM1,16,66566393,66579137
CMTM2,16,66579448,66588275
RP11-403P17.2,16,66579983,66580716
CMTM3,16,66603874,66613892
CMTM4,16,66614750,66696707
DYNC1LI2,16,66720893,66751798
RP11-63M22.2,16,66720897,66731785
RP11-63M22.1,16,66738263,66739326
RP11-61A14.4,16,66751752,66754740
CCDC79,16,66754976,66801620
NAE1,16,66802875,66873256
RP11-61A14.1,16,66841433,66853448
CA7,16,66844379,66854153
PDP2,16,66878589,66895754
CDH16,16,66908122,66918984
RRAD,16,66921679,66925644
FAM96B,16,66932055,66934423
CES2,16,66934444,66945096
CES3,16,66961237,66975148
CES4A,16,66988589,67009758
CBFB,16,67029116,67101058
C16orf70,16,67109958,67148539
B3GNT9,16,67148105,67151214
TRADD,16,67154180,67160298
FBXL8,16,67159931,67164570
RP11-5A19.5,16,67163385,67165815
HSF4,16,67164681,67169945
NOL3,16,67170154,67175735
KIAA0895L,16,67175602,67184040
EXOC3L1,16,67184366,67190204
E2F4,16,67192169,67198918
ELMO3,16,67199111,67204029
LRRC29,16,67207139,67227048
TMEM208,16,67227103,67229278
FHOD1,16,67229387,67247658
SLC9A5,16,67237683,67272190
PLEKHG4,16,67277510,67289499
KCTD19,16,67289428,67326763
LRRC36,16,67326798,67385203
TPPP3,16,67389809,67393535
ZDHHC1,16,67394419,67416833
HSD11B2,16,67430652,67437553
RP11-297D21.2,16,67430667,67431464
ATP6V0D1,16,67438014,67481237
RP11-297D21.4,16,67481314,67505063
AGRP,16,67482571,67483813
CTD-2012K14.8,16,67517862,67528675
FAM65A,16,67518418,67546788
CTD-2012K14.2,16,67538557,67540106
CTD-2012K14.3,16,67542123,67542963
CTD-2012K14.4,16,67542304,67542572
CTD-2012K14.6,16,67549214,67563958
CTD-2012K14.7,16,67561411,67562309
CTCF,16,67562407,67639183
AC009095.4,16,67614381,67616146
RLTPR,16,67644919,67657569
ACD,16,67657512,67660815
PARD6A,16,67660946,67662778
ENKD1,16,67662945,67667265
C16orf86,16,67666816,67668758
GFOD2,16,67674531,67719421
RANBP10,16,67723066,67806652
TSNAXIP1,16,67806765,67832148
CENPT,16,67828157,67847811
THAP11,16,67842082,67844195
NUTF2,16,67846732,67872567
EDC4,16,67873023,67884503
CTC-479C5.10,16,67882461,67886367
NRN1L,16,67884805,67888855
PSKH1,16,67893272,67929678
CTRL,16,67927640,67932414
CTC-479C5.12,16,67929614,67936017
PSMB10,16,67934502,67937087
LCAT,16,67939750,67944131
SLC12A4,16,67943474,67969601
DPEP3,16,67975663,67980829
DPEP2,16,67987394,68000586
DUS2,16,67987746,68079320
CTC-479C5.6,16,68013436,68015911
DDX28,16,68021274,68023442
NFATC3,16,68084751,68229259
RP11-96D1.5,16,68212401,68221671
RP11-96D1.11,16,68225969,68229145
ESRP2,16,68229111,68238102
PLA2G15,16,68245304,68261062
RP11-96D1.7,16,68256162,68260443
SLC7A6,16,68264516,68301823
SLC7A6OS,16,68284503,68310951
PRMT7,16,68310974,68358563
SMPD3,16,68358325,68448688
RP11-71L14.4,16,68450283,68452318
ZFP90,16,68530090,68576072
RP11-615I2.1,16,68573782,68589512
RP11-615I2.6,16,68591382,68594424
CDH3,16,68636189,68722616
RP11-615I2.2,16,68644248,68646168
CDH1,16,68737225,68835548
RP11-354M1.2,16,68814330,68823526
TANGO6,16,68843604,69085180
RP11-521L9.1,16,68927547,68948261
HAS3,16,69105564,69118719
CHTF8,16,69118010,69132584
UTP4,16,69131291,69231130
SNTB2,16,69187129,69309052
RP11-343C2.11,16,69299682,69322700
VPS4A,16,69311356,69326939
COG8,16,69320140,69339667
PDF,16,69328621,69330595
RP11-343C2.12,16,69328644,69334871
RP11-343C2.9,16,69335091,69356306
RP11-343C2.7,16,69335276,69351730
NIP7,16,69339430,69343111
TMED6,16,69343248,69351809
TERF2,16,69355561,69408571
CYB5B,16,69424525,69466266
NFAT5,16,69565094,69704666
NQO1,16,69706996,69726951
CTD-2033A16.1,16,69709874,69710583
CTD-2033A16.3,16,69727013,69742563
NOB1,16,69741867,69754940
WWP2,16,69762306,69941741
CLEC18A,16,69950705,69964452
AC009022.1,16,70052395,70052769
PDPR,16,70113626,70162537
RP11-296I10.3,16,70156340,70173448
CLEC18C,16,70173322,70187361
AC009060.2,16,70205400,70205780
AC009060.3,16,70224358,70224738
EXOSC6,16,70246778,70251930
AARS,16,70252295,70289543
DDX19B,16,70289663,70335283
RP11-529K1.3,16,70299194,70372582
DDX19A,16,70346829,70373383
ST3GAL2,16,70375978,70439237
RP11-529K1.4,16,70379457,70399502
FUK,16,70454421,70480274
COG4,16,70480568,70523565
SF3B3,16,70523788,70577670
IL34,16,70579895,70660682
MTSS1L,16,70661204,70686066
VAC14,16,70687439,70801161
RP11-394B2.6,16,70747057,70747926
VAC14-AS1,16,70755098,70773251
RP11-424M24.5,16,70802083,70802840
HYDIN,16,70807378,71230722
RP11-23E19.1,16,71080866,71093667
RP11-23E19.2,16,71113352,71114000
CMTR2,16,71281389,71289715
CTD-2520I13.1,16,71301583,71302869
CALB2,16,71358713,71390438
RP11-510M2.1,16,71410440,71426464
ZNF23,16,71447597,71463095
AC010547.9,16,71447600,71489311
RP11-510M2.2,16,71462278,71465941
ZNF19,16,71464555,71565089
RP11-510M2.6,16,71513863,71517849
CHST4,16,71525233,71538746
TAT,16,71565660,71577130
TAT-AS1,16,71565789,71578187
RP11-432I5.2,16,71623708,71626816
MARVELD3,16,71626161,71642114
PHLPP2,16,71637835,71724701
RP11-432I5.6,16,71655027,71664212
RP11-432I5.8,16,71723180,71724230
RP11-432I5.4,16,71726975,71727992
AP1G1,16,71729000,71809201
ATXN1L,16,71845991,71885268
IST1,16,71845996,71931199
ZNF821,16,71859680,71895336
PKD1L3,16,71929538,71999978
DHODH,16,72008588,72027664
TXNL4B,16,72044289,72094431
HP,16,72054592,72061055
HPR,16,72063224,72077246
RP11-384M15.3,16,72084857,72087443
DHX38,16,72093562,72112912
PMFBP1,16,72112157,72176878
RP11-328J14.1,16,72224565,72225144
LINC01572,16,72283301,72665009
AC004158.3,16,72425948,72533892
AC004158.1,16,72496967,72497341
RP5-991G20.1,16,72665170,72791624
RP5-991G20.6,16,72772673,72773272
ZFHX3,16,72782885,73059698
RP5-991G20.2,16,72805998,72809872
RP11-346C20.4,16,73060245,73060759
RP11-346C20.3,16,73060470,73062316
HCCAT5,16,73092349,73093774
C16orf47,16,73126637,73144447
AC140912.1,16,73232055,73233970
LINC01568,16,73386805,73421393
RP11-44L9.1,16,73483317,73487744
RP11-44L9.2,16,73499309,73499763
RP11-44L9.3,16,73511176,73511654
CTD-2009A10.1,16,73543941,73558522
RP11-53L24.1,16,73812621,73816054
AC009120.4,16,74054151,74296762
AC009120.10,16,74282415,74287519
AC009120.11,16,74289593,74291052
PSMD7,16,74296775,74306288
AC009120.5,16,74313337,74315634
RP11-252A24.3,16,74367462,74369826
NPIPB15,16,74377878,74392080
CLEC18B,16,74408270,74421953
RP11-252A24.5,16,74422120,74435254
GLG1,16,74447427,74607144
RFWD3,16,74621394,74666881
MLKL,16,74671855,74700960
FA2H,16,74712955,74774831
WDR59,16,74871367,75000173
ZNRF1,16,74999030,75110994
RP11-252E2.1,16,75108601,75110712
LDHD,16,75111860,75116771
RP11-252E2.2,16,75119558,75144200
ZFP1,16,75148492,75172236
CTRB2,16,75204096,75207185
CTRB1,16,75219000,75224924
BCAR1,16,75228187,75268053
CFDP1,16,75293698,75433485
RP11-77K12.1,16,75412684,75464706
RP11-77K12.9,16,75433836,75436392
TMEM170A,16,75443054,75465497
CHST6,16,75472052,75495384
RP11-77K12.4,16,75475896,75495407
RP11-77K12.10,16,75497948,75498289
RP11-77K12.7,16,75528532,75545428
CHST5,16,75528535,75535247
TMEM231,16,75536744,75556286
RP11-490B18.5,16,75556392,75557059
GABARAPL2,16,75566351,75577881
RP11-490B18.6,16,75572185,75572685
ADAT1,16,75596981,75623300
KARS,16,75627474,75648643
TERF2IP,16,75647786,75761872
RP11-2C15.1,16,75838630,75860867
RP11-293N14.1,16,76107283,76147806
RP11-150D5.2,16,76228385,76262365
CNTNAP4,16,76277278,76559238
RP11-58C22.1,16,76553417,76819624
RP11-58C22.2,16,76582556,76583098
RP11-96P7.1,16,76634998,76658478
CTD-2336H13.2,16,76736342,76928169
MON1B,16,77190835,77202405
SYCE1L,16,77199397,77213215
RP11-538I12.2,16,77201474,77249957
RP11-538I12.3,16,77234877,77290934
ADAMTS18,16,77247813,77435114
RP11-449J10.1,16,77433382,77444336
RP11-571O6.1,16,77590806,77610681
NUDT7,16,77722492,77742260
RP11-264M12.2,16,77741468,77743000
VAT1L,16,77788530,77980107
RP11-281J9.2,16,78014683,78059454
CLEC3A,16,78022515,78066761
WWOX,16,78099413,79212667
RP11-190D6.2,16,78237362,78241218
RP11-264L1.4,16,78495926,78506568
RP11-556H2.4,16,79077376,79078234
RP11-679B19.1,16,79202624,79206739
RP11-679B19.2,16,79212711,79229453
RP11-467I17.1,16,79505603,79516293
MAF,16,79585843,79600714
RP11-70D24.3,16,79603572,79604177
RP11-70D24.2,16,79605802,79606605
RP11-70D24.4,16,79619469,79620110
LINC01229,16,79676108,79807922
MAFTRR,16,79715232,79770563
LINC01228,16,79798050,79827150
RP11-148M9.1,16,80040662,80045745
RP11-525K10.1,16,80065836,80167577
RP11-525K10.3,16,80155053,80563135
RP11-525K10.2,16,80179129,80180682
DYNLRB2,16,80540734,80550760
RP11-109P11.1,16,80547842,80552514
LINC01227,16,80566794,80572808
CDYL2,16,80597906,80804329
CTD-2055G21.1,16,80736360,80742305
PRCAT47,16,80828735,80892595
CMC2,16,80966448,81020270
CENPN,16,81006498,81033114
RP11-303E16.3,16,81016792,81035759
ATMIN,16,81035847,81047358
C16orf46,16,81053497,81077267
RP11-303E16.5,16,81055301,81056426
RP11-303E16.6,16,81069854,81076598
RP11-303E16.7,16,81077319,81078861
GCSH,16,81081961,81096403
AC092718.1,16,81170740,81181213
BCO1,16,81238448,81291142
RP11-55K13.1,16,81310731,81313423
GAN,16,81314952,81390884
RP11-391L3.1,16,81385463,81387560
CMIP,16,81445170,81711762
RP11-960L18.1,16,81738248,81767868
PLCG2,16,81739097,81962693
RP11-510J16.6,16,81987948,81989016
SDR42E1,16,81988855,82011488
HSD17B2,16,82035004,82098534
RP11-510J16.5,16,82044336,82139631
MPHOSPH6,16,82147798,82170226
CTD-2588J6.2,16,82170296,82175803
RP11-481E4.2,16,82495993,82510919
RP11-2L4.1,16,82554049,82575210
CDH13,16,82626803,83800640
CTD-3253I12.1,16,82953230,82990298
RP11-543N12.1,16,83383007,83398170
RP11-298D21.3,16,83710179,83717898
RP11-298D21.1,16,83721119,83772936
RP11-298D21.2,16,83725676,83726377
RP11-483P21.2,16,83789967,83807834
HSBP1,16,83807843,83819737
MLYCD,16,83899126,83927026
RP11-505K9.4,16,83908132,83951445
RP11-483P21.6,16,83929796,83931223
OSGIN1,16,83948282,83966332
NECAB2,16,83968632,84002776
SLC38A8,16,84009667,84042636
MBTPS1,16,84053761,84116906
RP11-505K9.1,16,84117051,84117571
HSDL1,16,84122146,84145192
DNAAF1,16,84145287,84178767
TAF1C,16,84177847,84187070
ADAD2,16,84191138,84197168
RP11-486L19.2,16,84192558,84197053
KCNG4,16,84218667,84239750
RP11-558A11.1,16,84255270,84261049
WFDC1,16,84294646,84329851
RP11-558A11.2,16,84295498,84296985
RP11-558A11.3,16,84342464,84343407
ATP2C2,16,84368527,84464187
RP11-517C16.2,16,84459259,84467361
TLDC1,16,84476421,84554033
RP11-517C16.4,16,84495599,84497495
COTL1,16,84565594,84618077
RP11-61F12.1,16,84594393,84596826
KLHL36,16,84648525,84667686
USP10,16,84699978,84779922
CRISPLD2,16,84819984,84920768
RP11-254F19.3,16,84928353,84939603
ZDHHC7,16,84974181,85011535
KIAA0513,16,85027751,85094230
FAM92B,16,85098358,85112508
RP11-442O1.4,16,85137150,85149443
RP11-442O1.3,16,85142696,85146001
CTC-786C10.1,16,85171276,85185363
LINC00311,16,85282958,85285963
RP11-680G10.1,16,85357463,85359449
LA16c-352F7.1,16,85489813,85490831
RP11-118F19.1,16,85580009,85583571
CTD-2542L18.1,16,85592266,85595720
GSE1,16,85611409,85676204
GINS2,16,85676198,85690073
C16orf74,16,85690084,85751129
RP11-568J23.4,16,85743287,85744225
EMC8,16,85771758,85799608
RP11-568J23.5,16,85784382,85787617
RP11-568J23.6,16,85792415,85792933
COX4I1,16,85798633,85807044
IRF8,16,85898803,85922609
RP11-542M13.3,16,85935281,85936223
RP11-542M13.2,16,85981750,85984723
RP11-805I24.1,16,86081409,86089526
RP11-805I24.4,16,86158206,86158798
RP11-805I24.3,16,86192793,86198913
LINC01082,16,86196181,86199720
RP11-514D23.3,16,86221423,86222729
RP11-514D23.2,16,86225580,86275745
RP11-514D23.1,16,86286427,86293389
LINC00917,16,86331844,86349683
RP11-158I3.3,16,86347387,86349611
FENDRR,16,86474529,86509099
FOXF1,16,86510527,86515418
RP11-463O9.9,16,86520383,86523897
MTHFSD,16,86530176,86555235
FOXC2-AS1,16,86565145,86567761
FOXC2,16,86567251,86569728
FOXL1,16,86576368,86582160
RP11-463O9.6,16,86636328,86637145
RP11-58A18.1,16,86646301,86668923
RP11-58A18.2,16,86698118,86698841
CTD-2015G9.1,16,86720688,86721954
CTD-2015G9.2,16,86722091,86741059
RP11-134D3.1,16,87057784,87063991
RP11-134D3.2,16,87066705,87069752
C16orf95,16,87083562,87317420
RP11-899L11.1,16,87212122,87226430
RP11-899L11.3,16,87215915,87216452
RP11-178L8.4,16,87302876,87334273
RP11-178L8.7,16,87317509,87318043
RP11-178L8.8,16,87326987,87327584
FBXO31,16,87326987,87392142
RP11-178L8.9,16,87362536,87367476
MAP1LC3B,16,87383995,87404779
RP11-178L8.3,16,87396704,87400295
ZCCHC14,16,87406246,87492045
RP11-482M8.1,16,87492555,87515635
RP11-482M8.3,16,87600526,87602190
JPH3,16,87601835,87698156
RP11-278A23.4,16,87683945,87684477
